Nube_De_Puntos;Formato;Area;Fecha;Fuente;Tipo_Objeto;No_Objetos;Lugar;Iluminacion;Obj_Similares;No_Similares;Oclusion;Mov_X;Mov_Y;Mov_Z;Grados;No_Capas;Obj_Add;Ambiente
Body_Front1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front1-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front1-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front1-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front1-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front2-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front2-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front2-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front2-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front3-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front3-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front3-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front3-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front4-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front4-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front4-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front4-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front5;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front5-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front5-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front5-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front5-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front6;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front6-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front6-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front6-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Front6-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle1-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle1-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle1-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle1-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle2-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle2-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle2-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle2-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle3-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle3-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle3-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle3-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle4-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle4-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle4-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle4-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle5;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle5-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle5-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle5-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle5-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle6;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle6-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle6-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle6-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body_Middle6-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_1-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_1-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_1-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_1-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_2-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_2-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_2-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_2-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_3-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_3-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_3-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_3-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_4-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_4-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_4-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_4-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_5;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_5-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_5-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_5-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_5-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_6;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_6-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_6-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_6-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_6-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_7;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_7-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_7-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_7-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Front_7-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_1-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_1-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_1-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_1-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_2-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_2-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_2-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_2-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_3-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_3-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_3-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_3-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_4-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_4-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_4-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_4-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_5;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_5-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_5-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_5-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_5-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_6;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_6-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_6-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_6-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle_6-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_1-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_1-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_1-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_1-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_2-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_2-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_2-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_2-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_3-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_3-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_3-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_3-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_4-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_4-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_4-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_4-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_5;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_5-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_5-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_5-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_5-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_6;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_6-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_6-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_6-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle45_6-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_1-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_1-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_1-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_1-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_2-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_2-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_2-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_2-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_3-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_3-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_3-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_3-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_4-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_4-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_4-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_4-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_5;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_5-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_5-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_5-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_5-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_6;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_6-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_6-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_6-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Body2_Middle315_6-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;N;Controlado
Caps_Front_1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_1-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_1-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_1-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_1-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_2-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_2-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_2-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_2-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_3-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_3-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_3-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_3-4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_4;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_4-1;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_4-2;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
Caps_Front_4-3;PNG;300x300;21/02/2023;Lidar;Persona;1;Interior;Natural;N;0;0;N;N;N;1;60;Y;Controlado
